220	-630.11476
230	5192.62042
240	3672.83644
250	4053.09
260	3699.05034
270	3315.88302
280	3094.20257
290	2736.97246
300	2159.09187
310	1951.1841
320	1831.89658
330	1695.56632
340	1588.2462
350	1528.73274
360	1493.13728
370	1466.73067
380	1486.29759
390	1460.86633
400	1359.03265
410	1325.63258
420	1317.81477
430	1294.60354
440	1309.64092
450	1275.75604
460	1296.42358
470	1282.10311
480	1243.09664
490	1261.07053
500	1214.18942
510	1231.65854
520	1221.32552
530	1239.10525
540	1190.9415
550	1189.16221
560	1195.85445
570	1190.9654
580	1190.343
590	1185.90632
600	1177.77989
610	1151.17157
620	1171.49332
630	1164.46693
640	1160.07543
650	1164.40429
660	1138.73811
670	1146.10718
680	1124.23077
690	1121.73752
700	1132.07177
710	1082.52873
720	1058.98377
730	1097.25997
740	1075.69797
750	1074.93788
760	1015.34066
770	1066.19855
780	1045.26707
790	1010.00621
800	1033.51896
810	1006.1861
820	1000.64494
830	1039.60575
840	1050.51665
850	1040.59163
