400	134.29859
401	-16.06033
402	80.02414
403	-15.94933
404	37.08559
405	195.33933
406	110.50897
407	141.62101
408	88.87793
409	78.16506
410	140.23515
411	25.87372
412	128.88983
413	25.68221
414	199.57439
415	76.47212
416	96.72942
417	208.44002
418	106.61245
419	86.18429
420	55.68799
421	116.26882
422	126.19467
423	65.5253
424	145.95783
425	55.28215
426	75.35331
427	75.32188
428	85.32918
429	115.39717
430	-5.01517
431	135.33459
432	175.33641
433	65.08881
434	105.08507
435	55.01397
436	115.06912
437	165.15642
438	195.25253
439	175.28735
440	35.06962
441	75.29589
442	216.26882
443	45.3536
444	15.14721
445	106.23588
446	65.89205
447	177.74357
448	279.84858
449	127.44811
450	25.53846
451	220.00156
452	158.87309
453	292.61298
454	138.83897
455	149.3734
456	160.16825
457	264.31407
458	327.50801
459	286.7948
460	256.28773
461	257.11763
462	426.40307
463	364.40088
464	301.99221
465	441.14879
466	336.40204
467	509.61649
468	350.28846
469	406.02918
470	484.01685
471	574.28503
472	665.54487
473	636.10646
474	661.91967
475	665.60744
476	859.40523
477	919.43662
478	957.28416
479	881.65413
480	931.01998
481	1048.80085
482	1213.36085
483	1344.38636
484	1372.0574
485	1643.8465
486	1661.82517
487	1808.66542
488	1592.28944
489	1975.80568
490	2160.89053
491	1859.31255
492	2127.84258
493	2218.72507
494	2082.15223
495	2161.3546
496	2716.07038
497	2400.73996
498	2705.17545
499	3098.2553
500	2866.17964
501	3289.00691
502	3068.50404
503	3033.33822
504	3701.54993
505	3593.02137
506	3321.83957
507	4005.52356
508	4195.70782
509	4452.43177
510	4243.87982
511	4044.8127
512	4224.38877
513	4669.87079
514	4309.73166
515	5000.289
516	4989.47576
517	4708.00351
518	4749.0236
519	4749.20083
520	5078.95471
521	5778.65416
522	5748.88712
523	5255.09796
524	5898.40348
525	5938.31992
526	5662.91481
527	5455.40248
528	5404.25403
529	6067.51011
530	6151.0127
531	6121.50167
532	6225.12133
533	6389.65912
534	6087.08001
535	5977.59253
536	6386.99286
537	6060.31718
538	6599.14128
539	6878.64175
540	6420.75082
541	6345.16969
542	6155.50343
543	6026.58893
544	6350.22491
545	6137.34851
546	5754.74935
547	5232.55907
548	5959.07046
549	6290.51997
550	6166.8859
551	5855.92077
552	6282.43992
553	6018.17361
554	6135.22187
555	5864.17827
556	6533.35394
557	5864.87149
558	6542.92045
559	5716.94745
560	6035.32981
561	5883.09263
562	5503.16311
563	4852.20092
564	5595.65763
565	5986.74119
566	4899.70024
567	5293.93515
568	5163.23708
569	5108.82803
570	4792.57298
571	5700.7271
572	4364.72896
573	4708.69937
574	4416.46749
575	4765.33373
576	4531.16004
577	4737.68084
578	4134.91884
579	4857.38322
580	4505.22227
581	4019.26619
582	4518.38689
583	4869.5445
584	4057.22274
585	3933.09436
586	4442.23822
587	4130.18916
588	3511.70178
589	3770.97477
590	3916.05142
591	3594.11246
592	3816.38853
593	3462.78229
594	4003.0373
595	3251.31938
596	3603.21194
597	3161.28902
598	3341.18768
599	3472.91415
600	3375.43119
601	2809.6268
602	2990.93206
603	3280.34803
604	2537.88161
605	2773.92172
606	2801.60032
607	2747.27082
608	2856.9575
609	3330.57018
610	2574.65501
611	2972.79875
612	2573.78406
613	2950.2896
614	2364.80193
615	2181.91735
616	2567.31747
617	2475.01314
618	2257.14193
619	2189.06508
620	2746.77578
621	2272.86983
622	1786.27057
623	2622.82857
624	1995.19244
625	2252.8161
626	2349.36871
627	2071.0771
628	1577.0979
629	1596.60889
630	1829.23459
631	2000.50573
632	1956.55805
633	1836.31182
634	2238.58269
635	1545.04538
636	1521.5882
637	2119.67786
638	2532.60046
639	1565.66446
640	1820.41071
660	2020.27563
661	1797.72775
662	926.04191
663	1086.24793
664	642.54455
665	1109.53423
666	916.14473
667	665.33482
668	1256.5159
669	1432.3623
670	906.40098
671	1028.63637
672	-16.72172
673	152.47133
674	-74.36344
675	619.89842
676	687.05152
677	1231.86263
678	1127.57619
679	653.6214
680	167.05989
681	1048.02736
682	680.92902
683	496.80649
684	503.59864
685	1106.95145
686	450.56145
687	866.28526
688	-366.62696
689	610.20372
690	689.68764
691	410.95647
692	928.28663
693	422.30869
694	1178.83532
695	814.06521
696	517.28294
697	916.48391
698	691.2803
699	701.07257
700	710.86485
701	721.16425
702	-193.37545
703	827.02319
704	752.06247
705	587.10627
706	595.9019
707	604.69753
708	888.19159
709	-585.13722
710	-310.83262
711	-315.72754
712	-223.46413
713	167.69076
714	-30.03748
715	172.734
716	-649.32927
717	-763.05468
718	-243.77226
719	290.10916
720	729.68184
