400	70.90966
401	92.07922
402	187.78999
403	102.07569
404	69.93283
405	16.89421
406	195.75875
407	268.5554
408	-14.63872
409	120.89529
410	193.21288
411	89.00559
412	119.60976
413	36.98239
414	241.53618
415	159.06201
416	46.8374
417	56.93971
418	87.32068
419	16.22293
420	238.95212
421	127.39018
422	177.6821
423	46.37175
424	56.36992
425	56.28728
426	237.11176
427	46.19742
428	216.83651
429	106.36609
430	116.35201
431	196.48578
432	76.1461
433	46.06285
434	186.15069
435	126.03201
436	86.05169
437	136.12893
438	186.24087
439	206.33825
440	76.15116
441	106.4182
442	116.68457
443	96.75434
444	86.844
445	117.36535
446	127.72921
447	67.03472
448	260.51359
449	220.23033
450	118.49847
451	67.53536
452	118.89857
453	160.16711
454	211.85798
455	212.21324
456	233.53565
457	244.62008
458	58.22365
459	120.97526
460	173.64801
461	195.19951
462	69.48791
463	249.27133
464	239.47452
465	102.04888
466	91.8431
467	135.18248
468	178.91657
469	266.35514
470	82.66355
471	236.27727
472	94.60638
473	205.76661
474	40.04892
475	152.13884
476	152.78315
477	209.83462
478	256.03103
479	188.84463
480	212.47818
481	75.65121
482	98.90904
483	168.48104
484	250.09654
485	76.67411
486	111.95454
487	311.39482
488	148.06529
489	266.58632
490	232.07372
491	197.21782
492	400.53507
493	306.19602
494	115.20842
495	284.16696
496	261.32348
497	371.96275
498	349.29128
499	265.03887
500	204.63906
501	292.35617
502	256.43482
503	457.81517
504	309.19568
505	436.97202
506	464.93051
507	199.31792
508	470.33049
509	356.71151
510	189.77227
511	412.97603
512	349.51397
513	272.13391
514	379.84076
515	288.40118
516	236.37893
517	548.47903
518	483.73459
519	623.20448
520	351.88428
521	215.92097
522	649.45004
523	471.48542
524	389.93039
525	492.13382
526	323.59513
527	296.91226
528	371.40645
529	446.84912
530	582.03131
531	438.20181
532	754.46979
533	444.49803
534	598.87793
535	435.5647
536	653.26746
537	487.91343
538	397.96942
539	228.50551
540	655.46806
541	486.013
542	505.88793
543	558.28642
544	318.73088
545	435.92382
546	521.80798
547	459.20073
548	714.08271
549	668.73716
550	571.60653
551	473.275
552	511.58245
553	411.08219
554	344.06394
555	99.06304
556	581.13871
557	298.18336
558	662.43676
559	193.3003
560	396.8436
561	363.17674
562	422.31404
563	463.55007
564	353.40996
565	337.17326
566	436.81746
567	518.66915
568	483.86908
569	527.7469
570	692.37171
571	476.23773
572	113.95097
573	361.10287
574	653.67856
575	387.90025
576	306.98346
577	224.69538
578	525.6796
579	271.41033
580	360.41778
581	297.88567
582	278.3945
583	525.95538
584	687.81726
585	421.64585
586	127.89992
587	404.96562
588	292.06233
589	481.00359
590	366.90932
591	298.91628
592	229.70113
593	304.04918
594	525.62678
595	333.72033
596	-84.19877
597	514.8028
598	292.51152
599	371.46188
600	554.44345
601	403.96477
602	224.64643
603	279.29068
604	308.26625
605	310.89364
606	-64.96465
607	371.76998
608	237.38971
609	295.43133
610	185.71282
611	216.20355
612	-40.26031
613	424.37663
614	252.63722
615	166.24132
616	558.50415
617	382.64007
618	141.2633
619	763.84399
620	552.49433
621	273.38015
622	598.64203
623	215.03936
624	811.26833
625	720.90115
626	459.73258
627	739.42587
628	991.31868
629	512.31846
630	838.25119
631	418.12372
632	863.07981
633	875.49412
634	624.54576
635	213.6359
636	408.32493
637	917.87885
638	298.41494
639	380.51592
640	624.14081
660	1681.14063
661	720.07079
662	1223.16766
663	385.44282
664	1300.26732
665	1007.27301
666	1744.29816
667	665.33482
668	355.21758
669	520.37132
670	689.29895
671	753.59991
672	206.23459
673	886.59254
674	1012.48686
675	504.02956
676	334.71741
677	458.22909
678	1670.25992
679	42.76028
680	228.93392
681	922.5151
682	617.2908
683	238.7252
684	438.19622
685	377.82175
686	786.80135
687	252.38232
688	740.17141
689	540.06536
690	547.484
691	-21.62929
692	1074.4735
693	496.39793
694	503.06985
695	53.2566
696	517.28294
697	368.1602
698	850.19532
699	1103.98785
700	792.57345
701	-522.22239
702	1235.92135
703	59.68209
704	838.50643
705	762.36188
706	1040.60481
707	694.95089
708	-485.30056
709	529.40986
710	819.46782
711	66.97251
712	-806.41404
713	562.25726
714	-230.28734
715	172.734
716	690.55653
717	177.69766
718	1452.03475
719	290.10916
720	402.95863
